Index_initial	Name_initial	Name_trimmed	Note	seq_counts	# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	taxid_matched	species_taxid_matched	file_name	merge_index	id	bofTemplateType	species_experiment	designation in screen_x	version_1_rxn_count	version_1_met_count	version_1_gen_count	version_1_gap_count	version_1_growth_rate	draft_rxn_count	draft_met_count	draft_gen_count	species	full_name	lineage_species	genus	family	order	class	phylum	assembly	agora	sort	nid	nearest_kegg_org	ref_Index_initial	designation in screen_y	GMM	BHI++	WCA	mGAM	M1	M2	M3	M4	M5	M7	M8	M9	M10	M11	M13	M14	M15A	M15B	M16	taxon_id	gram_stain	comments	gram_stain==bofTemplateType
ref_61.0					GCF_000154845.1	PRJNA224116	SAMN00000014	ABIY00000000.2	na	470145	310298	Bacteroides coprocola DSM 17136	strain=DSM 17136		latest	Scaffold	Major	Full	4/21/08	ASM15484v1	Washington University Genome Sequencing Center	GCA_000154845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/845/GCF_000154845.1_ASM15484v1		assembly from type material			addition_Bacteroides_coprocola_DSM_17136			GramNegative		B. coprocola	1250.0	1558.0	806.0	0.0	0.0	693.0	999.0	620.0	B. coprocola	Bacteroides coprocola (S1) DSM 17136/JCM 12979	B. coprocola	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	GCA_000154845.1_ASM15484v1	Bacteroides_coprocola_M16_DSM_17136.xml	18.0	NT5053		ref_61.0	B. coprocola	0.443 (0.089)	0.266 (NA)	0.201 (0.071)	0.722 (0.005)	0	0	0	0	0	0	0	0	0	0	0	0				470145	GramNegative	Bacteroides coprocola DSM 17136. This strain was isolated from human feces and is part of a comprehensive, sequence-based survey of members of the normal human gut microbiota. A joint effort of the WU-GSC and the Center for Genome Sciences at Washington University School of Medicine, the purpose of this survey is to provide the general scientific community with a broad view of the gene content of 100 representatives of the major divisions represented in the intestine's microbial community. This information should provide a frame of reference for analyzing metagenomic studies of the human gut microbiome.   	False
ref_62.0					GCF_000154125.1	PRJNA224116	SAMN00627058	AAXF00000000.2	na	411476	28116	Bacteroides ovatus ATCC 8483	strain=ATCC 8483		latest	Scaffold	Major	Full	5/25/07	ASM15412v1	Washington University Genome Sequencing Center	GCA_000154125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/125/GCF_000154125.1_ASM15412v1		assembly from type material			addition_Bacteroides_ovatus_ATCC_8483			GramNegative		B. ovatus	1512.0	1750.0	1152.0	107.0	1.8220352571110288	851.0	1158.0	834.0	B. ovatus	Bacteroides ovatus (S2) ATCC-8483	B. ovatus	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	GCA_000154125.1_ASM15412v1	Bacteroides_ovatus_ATCC_8483.xml	30.0	NT5054	boa	ref_62.0	B. ovatus	0.636 (0.033)	0.393 (0.046)	0.357 (0.055)	0.833 (0.023)	0	0.407 (0.068)	0	0	0.898 (0.009)	0	0.635 (0.023)	0	0	0.367 (NA)	0.242 (NA)	0.372 (0.026)				411476	GramNegative	Bacteroides ovatus  ATCC 8483. This strain is part of a comprehensive, sequence-based survey of members of the normal human gut microbiota. A joint effort of the WU-GSC and the Center for Genome Sciences at Washington University School of Medicine, the purpose of this survey is to provide the general scientific community with a broad view of the gene content of 100 representatives of the major divisions represented in the intestine's microbial community. This information should provide a frame of reference for analyzing metagenomic studies of the human gut microbiome.   	False
ref_63.0					GCF_000413395.1	PRJNA224116	SAMN02596993	ATFP00000000.1	na	1073351	46506	Bacteroides stercoris CC31F	strain=CC31F		latest	Scaffold	Major	Full	6/21/13	Bact_ster_CC31F_V1	Broad Institute	GCA_000413395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/413/395/GCF_000413395.1_Bact_ster_CC31F_V1					addition_Bacteroides_stercoris_CC31F			GramNegative		B. stercoris	1289.0	1576.0	855.0	0.0	0.0	732.0	1018.0	662.0	B. stercoris	Bacteroides stercoris (S2) HM-1036	B. stercoris	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	GCA_000413395.1_Bact_ster_CC31F_V1	Bacteroides_stercoris_ATCC_43183.xml	31.0	NT5055		ref_63.0	B. stercoris	0.511 (0.05)	0.383 (0.048)	0.355 (0.013)	0.906 (0.064)	0	0	0	0	0.599 (NA)	0	1.033 (0.221)	0	0	0.597 (NA)	0	0.191 (0.044)				1073351	GramNegative	Reference genome for the Human Microbiome Project.	False
ref_64.0					GCF_000273295.1	PRJNA224116	SAMN02463934	AGXZ00000000.1	na	997891	821	Bacteroides vulgatus CL09T03C04	strain=CL09T03C04		latest	Scaffold	Major	Full	7/23/12	Bact_vulg_CL09T03C04_V1	Broad Institute	GCA_000273295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/273/295/GCF_000273295.1_Bact_vulg_CL09T03C04_V1					addition_Bacteroides_vulgatus_CL09T03C04			GramNegative		B. vulgatus HM-720	1475.0	1707.0	1067.0	113.0	1.8219915196315601	807.0	1118.0	731.0	B. vulgatus HM-720	Bacteroides vulgatus (S2) HM-720	B. vulgatus	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	GCA_000273295.1_Bact_vulg_CL09T03C04_V1		37.0	NT5056	bvu	ref_64.0	B. vulgatus HM-720	0.585 (0.026)	0.354 (0.028)	0.31 (0.02)	0.702 (0.016)	0.255 (0.008)	0.615 (0.044)	0.82 (0.157)	1.025 (NA)	0.919 (0.054)	0.373 (0.409)	0.999 (0.106)	0	0	0.788 (NA)	0.343 (0.057)	0.583 (0.271)				997891	GramNegative	Reference genome for the Human Microbiome Project.	False
ref_65.0					GCF_000157015.1	PRJNA224116	SAMN02463689	ABZX00000000.1	na	457424	817	Bacteroides fragilis 3_1_12	strain=3_1_12		latest	Scaffold	Major	Full	2/5/09	ASM15701v1	Broad Institute	GCA_000157015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/157/015/GCF_000157015.1_ASM15701v1					addition_Bacteroides_fragilis_3_1_12			GramNegative		B. fragilis HM-20	1521.0	1775.0	1121.0	110.0	0.37072463208267836	853.0	1186.0	805.0	B. fragilis HM-20	Bacteroides fragilis (S2) HM-20	B. fragilis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	GCA_000157015.1_ASM15701v1	Bacteroides_fragilis_3_1_12.xml	22.0	NT5057	bfg	ref_65.0	B. fragilis HM-20	0.581 (0.047)	0.443 (0.066)	0.383 (0.012)	1.172 (0.009)	0	0.168 (0.019)	0	0	0.582 (0.137)	0	1.182 (0.115)	0	0	0	0.177 (0.007)	0				457424	GramNegative	Bacteroides fragilis 3_1_12.This strain will be used for comparative genome analysis.	False
ref_66.0					GCF_000263115.1	PRJNA224116	SAMN02463925	AGXM00000000.1	na	997882	817	Bacteroides fragilis CL07T00C01	strain=CL07T00C01		latest	Scaffold	Major	Full	9/18/12	Bact_frag_CL07T00C01_V1	Broad Institute	GCA_000263115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/263/115/GCF_000263115.1_Bact_frag_CL07T00C01_V1					addition_Bacteroides_fragilis_CL07T00C01			GramNegative		B. fragilis HM-709	1502.0	1761.0	1125.0	107.0	1.8220475958309659	838.0	1169.0	811.0	B. fragilis HM-709	Bacteroides fragilis (S2) HM-709	B. fragilis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	GCA_000263115.1_Bact_frag_CL07T00C01_V1		23.0	NT5058	bfg	ref_66.0	B. fragilis HM-709	0.761 (0.358)	0.461 (0.051)	0.43 (0.009)	1.197 (0.026)	0	0.219 (0.004)	0.545 (0.119)	0.524 (0.081)	0.615 (0.112)	0.496 (0.027)	0.899 (0.262)	0	0	0.577 (0.099)	0.203 (0.026)	0				997882	GramNegative	Reference genome for the Human Microbiome Project.	False
ref_67.0					GCF_000273155.1	PRJNA224116	SAMN02463926	AGXN00000000.1	na	997883	817	Bacteroides fragilis CL07T12C05	strain=CL07T12C05		latest	Scaffold	Major	Full	7/23/12	Bact_frag_CL07T12C05_V1	Broad Institute	GCA_000273155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/273/155/GCF_000273155.1_Bact_frag_CL07T12C05_V1					addition_Bacteroides_fragilis_CL07T12C05			GramNegative		B. fragilis HM-710	1504.0	1766.0	1122.0	105.0	1.8220352571110334	842.0	1176.0	813.0	B. fragilis HM-710	Bacteroides fragilis (S2) HM-710	B. fragilis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	GCA_000273155.1_Bact_frag_CL07T12C05_V1		24.0	NT5059	bfg	ref_67.0	B. fragilis HM-710	0.726 (0.308)	0.461 (0.05)	0.415 (0.02)	1.218 (0.01)	0	0.211 (0.02)	0.66 (0.205)	0.422 (NA)	0.638 (0.109)	0.581 (0.064)	0.887 (0.163)	0	0	0.541 (0.065)	0.181 (0.015)	0				997883	GramNegative	Reference genome for the Human Microbiome Project.	False
ref_68.0					GCF_000269525.1	PRJNA224116	SAMN02463923	AKBY00000000.1	na	997880	817	Bacteroides fragilis CL05T00C42	strain=CL05T00C42		latest	Contig	Major	Full	6/15/12	PB_Bact_frag_CL05T00C42_V1	Broad Institute	GCA_000269525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/269/525/GCF_000269525.1_PB_Bact_frag_CL05T00C42_V1					addition_Bacteroides_fragilis_CL05T00C42			GramNegative		B. fragilis HM-711	1503.0	1769.0	1125.0	107.0	1.8220475958309694	839.0	1176.0	809.0	B. fragilis HM-711	Bacteroides fragilis (S2) HM-711	B. fragilis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	GCA_000273765.1_Bact_frag_CL05T00C42_V1		25.0	NT5060	bfg	ref_68.0	B. fragilis HM-711	0.643 (0.036)	0.459 (0.017)	0.355 (0.031)	1.153 (0.016)	0	0.317 (NA)	0.471 (NA)	0.527 (NA)	0.697 (NA)	0.632 (NA)	0.95 (0.109)	0	0	0.61 (NA)	0.182 (0.005)	0				997880	GramPositive	Reference genome for the Human Microbiome Project. Another assembly of this organism was generated independently from the HMP reference genome, using PacBio and Illumina sequence reads.	False
ref_69.0					GCF_000273115.1	PRJNA224116	SAMN02463922	AGXL00000000.1	na	997879	817	Bacteroides fragilis CL03T12C07	strain=CL03T12C07		latest	Scaffold	Major	Full	7/23/12	Bact_frag_CL03T12C07_V1	Broad Institute	GCA_000273115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/273/115/GCF_000273115.1_Bact_frag_CL03T12C07_V1					addition_Bacteroides_fragilis_CL03T12C07			GramNegative		B. fragilis HM-714	1509.0	1780.0	1126.0	104.0	1.8220352571110265	848.0	1188.0	816.0	B. fragilis HM-714	Bacteroides fragilis (S2) HM-712	B. fragilis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	GCA_000273135.1_Bact_frag_CL05T12C13_V1		28.0	NT5062	bfg	ref_69.0	B. fragilis HM-714	0.634 (0.056)	0.426 (0.053)	0.356 (0.019)	1.132 (0.01)	0	0.201 (NA)	0.478 (0.135)	0.735 (NA)	0.591 (NA)	0.471 (NA)	0.801 (0.212)	0	0	0.419 (NA)	0.224 (0.019)	0				997879	GramNegative	Reference genome for the Human Microbiome Project.	False
ref_70.0					GCF_000273135.1	PRJNA224116	SAMN02463924	AGXP00000000.1	na	997881	817	Bacteroides fragilis CL05T12C13	strain=CL05T12C13		latest	Scaffold	Major	Full	7/23/12	Bact_frag_CL05T12C13_V1	Broad Institute	GCA_000273135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/273/135/GCF_000273135.1_Bact_frag_CL05T12C13_V1					addition_Bacteroides_fragilis_CL05T12C13			GramNegative		B. fragilis HM-712	1499.0	1767.0	1116.0	103.0	1.8220352571110359	839.0	1174.0	809.0	B. fragilis HM-712	Bacteroides fragilis (S2) HM-713	B. fragilis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	GCA_000273095.1_Bact_frag_CL03T00C08_V1		26.0	NT5063	bfg	ref_70.0	B. fragilis HM-712	0.648 (0.025)	0.455 (0.023)	0.36 (0.053)	1.152 (0.01)	0	0.296 (NA)	0.598 (NA)	0.68 (NA)	0.768 (NA)	0.717 (NA)	1.298 (0.379)	0	0.147 (NA)	0.587 (NA)	0.214 (0.006)	0				997881	GramNegative	Reference genome for the Human Microbiome Project.	False
ref_71.0					GCF_000273095.1	PRJNA224116	SAMN02463921	AGXK00000000.1	na	997878	817	Bacteroides fragilis CL03T00C08	strain=CL03T00C08		latest	Scaffold	Major	Full	7/23/12	Bact_frag_CL03T00C08_V1	Broad Institute	GCA_000273095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/273/095/GCF_000273095.1_Bact_frag_CL03T00C08_V1					addition_Bacteroides_fragilis_CL03T00C08			GramNegative		B. fragilis HM-713	1509.0	1780.0	1126.0	104.0	1.8220352571110265	848.0	1188.0	816.0	B. fragilis HM-713	Bacteroides fragilis (S2) HM-714	B. fragilis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	GCA_000273115.1_Bact_frag_CL03T12C07_V1		27.0	NT5061	bfg	ref_71.0	B. fragilis HM-713	0.65 (0.048)	0.437 (0.054)	0.376 (0.022)	1.147 (0.045)	0	0.232 (0.046)	0.896 (NA)	0.532 (0.237)	0.645 (0.138)	0.441 (NA)	0.931 (0.42)	0	0	0.459 (0.149)	0.202 (0.025)	0				997878	GramNegative	Reference genome for the Human Microbiome Project.	False
ref_72.0					GCF_000273315.1	PRJNA224116	SAMN02463935	AGXE00000000.1	na	997892	371601	Bacteroides xylanisolvens CL03T12C04	strain=CL03T12C04		latest	Scaffold	Major	Full	7/23/12	Bact_xyla_CL03T12C04_V1	Broad Institute	GCA_000273315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/273/315/GCF_000273315.1_Bact_xyla_CL03T12C04_V1					addition_Bacteroides_xylanisolvens_CL03T12C04			GramNegative		B. xylanisolvens	1494.0	1740.0	1136.0	107.0	1.8220599347180153	833.0	1139.0	813.0	B. xylanisolvens	Bacteroides xylanisolvens (S2) HM-722	B. xylanisolvens	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	GCA_000273315.1_Bact_xyla_CL03T12C04_V1		38.0	NT5064	bxy	ref_72.0	B. xylanisolvens	0.79 (0.061)	0.602 (0.016)	0.728 (0.048)	0.95 (0.11)	0	0.257 (0.095)	0.388 (0.231)	0.747 (0.07)	0.97 (0.087)	0.424 (0.092)	1.276 (0.184)	0	0	1.423 (NA)	0.247 (0.023)	0.404 (0.055)				997892	GramNegative	Reference genome for the Human Microbiome Project.	False
ref_73.0					GCF_000273785.1	PRJNA224116	SAMN02463932	AGXX00000000.1	na	997889	820	Bacteroides uniformis CL03T00C23	strain=CL03T00C23		latest	Scaffold	Major	Full	7/23/12	Bact_unif_CL03T00C23_V1	Broad Institute	GCA_000273785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/273/785/GCF_000273785.1_Bact_unif_CL03T00C23_V1					addition_Bacteroides_uniformis_CL03T00C23			GramNegative		B. uniformis HM-715	1372.0	1709.0	962.0	0.0	0.0	814.0	1153.0	769.0	B. uniformis HM-715	Bacteroides uniformis (S2) HM-715	B. uniformis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	GCA_000273785.1_Bact_unif_CL03T00C23_V1		34.0	NT5065		ref_73.0	B. uniformis HM-715	0.525 (0.103)	0.304 (0.057)	0.269 (NA)	0.782 (0.059)	0	0	0	0	0.396 (0.01)	0	0	0	0	0	0.188 (0.008)	0				997889		Reference genome for the Human Microbiome Project.	False
ref_74.0					GCF_000273275.1	PRJNA224116	SAMN02463933	AGXY00000000.1	na	997890	820	Bacteroides uniformis CL03T12C37	strain=CL03T12C37		latest	Scaffold	Major	Full	7/23/12	Bact_unif_CL03T12C37_V1	Broad Institute	GCA_000273275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/273/275/GCF_000273275.1_Bact_unif_CL03T12C37_V1					addition_Bacteroides_uniformis_CL03T12C37			GramNegative		B. uniformis HM-716	1367.0	1702.0	958.0	0.0	0.0	809.0	1145.0	765.0	B. uniformis HM-716	Bacteroides uniformis (S2) HM-716	B. uniformis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	GCA_000273275.1_Bact_unif_CL03T12C37_V1		35.0	NT5066		ref_74.0	B. uniformis HM-716	0.577 (0.131)	0.219 (NA)	0.211 (0.083)	0.819 (0.019)	0	0	0	0	0.435 (0.04)	0	0.414 (0.478)	0	0	0	0.173 (0.002)	0.188 (0.062)				997890		Reference genome for the Human Microbiome Project.	False
ref_88.0					GCF_001435955.1	PRJNA224116	SAMN02369414	AYYT00000000.1	na	1423799	1624	Lactobacillus salivarius DSM 20555 = ATCC 11741	strain=DSM 20555		latest	Contig	Major	Full	11/6/15	ASM143595v1	Shanghai Majorbio	GCA_001435955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/435/955/GCF_001435955.1_ASM143595v1		assembly from type material			addition_Lactobacillus_salivarius_DSM_20555_=_ATCC_11741			GramPositive		L. salivarius	1264.0	1459.0	808.0	103.0	0.31437187163965935	619.0	856.0	521.0	L. salivarius	Lactobacillus salivarius	L. salivarius	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	GCA_001435955.1_ASM143595v1	Lactobacillus_salivarius_HO66_ATCC_11741.xml	47.0	NT14072	lsj	ref_88.0	L. salivarius	0.357 (0.028)	0.393 (0.01)	0.529 (0.024)	0.173 (0.02)	0	0.609 (0.191)	0.538 (0.053)	0.583 (0.062)	0.502 (0.08)	0.417 (0.015)	0.462 (0.006)	0	0.442 (0.013)	0	0	0				1423799	GramPositive	Lactobacillus salivarius ATCC 11741. This strain is being sequenced as a reference for the Human Microbiome Project (HMP).	False
ref_89.0					GCF_001591905.1	PRJNA224116	SAMD00046918	BCVU00000000.1	na	1423798	1623	Lactobacillus ruminis DSM 20403 = NBRC 102161	strain=NBRC 102161		latest	Contig	Major	Full	2/27/16	ASM159190v1	National Institute of Technology and Evaluation	GCA_001591905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/591/905/GCF_001591905.1_ASM159190v1		assembly from type material			addition_Lactobacillus_ruminis_DSM_20403_=_NBRC_102161			GramPositive		L. ruminis	1220.0	1398.0	771.0	101.0	0.19733273161058149	581.0	796.0	491.0	L. ruminis	Lactabacillus ruminis	L. ruminis	Lactabacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	GCA_001436475.1_ASM143647v1	Lactobacillus_ruminis_ATCC_25644.xml	40.0	NT14073	lrm	ref_89.0	L. ruminis	0.195 (0.162)	0.181 (0.006)	0.183 (0.047)	0	0	0.727 (NA)	0.549 (NA)	0	0.59 (NA)	0.195 (NA)	0.56 (0.065)	0	0	0	0	0				1423798		Lactobacillus ruminis DSM 20403	False
ref_90.0					GCF_002370355.1	PRJNA224116	SAMD00065787		na	1423833	1599	Lactobacillus sakei subsp. sakei DSM 20017 = JCM 1157	strain=LT-13		latest	Complete Genome	Major	Full	5/30/17	ASM237035v1	Department of Life Science & Technology Faculty of Chemistry, Materials and Biotechnology Kansai University	GCA_002370355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/370/355/GCF_002370355.1_ASM237035v1		assembly from type material			addition_Lactobacillus_sakei_subsp._sakei_DSM_20017_=_JCM_1157			GramPositive		L. sakei subsp. sakei	1263.0	1462.0	821.0	121.0	0.3127493210710694	598.0	844.0	514.0	L. sakei subsp. sakei	Lactobacillus sakei subsp. Sakei	L. sakei subsp. sakei	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	GCA_001434065.1_ASM143406v1	Lactobacillus_sakei_subsp_sakei_23K.xml	46.0	NT14074		ref_90.0	L. sakei subsp. sakei	0.16 (0.011)	0.234 (0.007)	0.23 (0.002)	0	0	0.474 (0.007)	0.271 (0.066)	0	0.423 (0.058)	0.226 (0.059)	0.324 (0.046)	0	0	0	0	0				1423833		Genomic characterization of the genus Lactobacillus	False
ref_91.0					GCF_001908495.1	PRJNA224116	SAMN06046523		na	1423823	1584	Lactobacillus delbrueckii subsp. delbrueckii DSM 20074 = JCM 1012	strain=DSM 20074		latest	Chromosome	Major	Full	12/19/16	ASM190849v1	Korea University	GCA_001908495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/908/495/GCF_001908495.1_ASM190849v1		assembly from type material			addition_Lactobacillus_delbrueckii_subsp._delbrueckii_DSM_20074_=_JCM_1012			GramPositive		L. delbrueckii subsp. delbrueckii	1006.0	1208.0	596.0	0.0	0.0	459.0	657.0	415.0	L. delbrueckii subsp. delbrueckii	Lactabacillus delbrueckii subsp. Delbrueckii	L. delbrueckii subsp. delbrueckii	Lactabacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	GCA_001433875.1_ASM143387v1		39.0	NT14075		ref_91.0	L. delbrueckii subsp. delbrueckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1423823		taxonomic study and genome analysis of Lactobacillus delbrueckii subsp. delbrueckii DSM 20074	False
ref_93.0					GCF_000159215.1	PRJNA224116	SAMN00001473	ACGI00000000.1	na	525325	1613	Lactobacillus fermentum ATCC 14931	strain=ATCC 14931		latest	Scaffold	Major	Full	5/28/09	ASM15921v1	Baylor College of Medicine	GCA_000159215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/159/215/GCF_000159215.1_ASM15921v1		assembly from type material			addition_Lactobacillus_fermentum_ATCC_14931			GramPositive		L. fermentum	1237.0	1391.0	809.0	101.0	0.28205074357198734	600.0	807.0	523.0	L. fermentum	Lactobacillus fermentum	L. fermentum	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	GCA_000159215.1_ASM15921v1	Lactobacillus_fermentum_ATCC_14931.xml	42.0	NT14076	lff	ref_93.0	L. fermentum	0	0.169 (0.003)	0.304 (0.005)	0	0	0.384 (0.035)	0.427 (0.01)	0	0.374 (0.024)	0.262 (0.017)	0.476 (0.048)	0	0.235 (0.02)	0	0	0				525325	GramPositive	Lactobacillus fermentum ATCC 14931.A reference genome for the Human Microbiome Project.	False
ref_95.0					GCF_000011985.1	PRJNA224116	SAMN02603047		na	272621	1579	Lactobacillus acidophilus NCFM	strain=NCFM		latest	Complete Genome	Major	Full	11/1/07	ASM1198v1	Cal Poly. San Luis Obispo	GCA_000011985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/985/GCF_000011985.1_ASM1198v1					addition_Lactobacillus_acidophilus_NCFM			GramPositive		L. acidophilus	1022.0	1230.0	633.0	0.0	0.0	480.0	666.0	457.0	L. acidophilus	Lactobacillus acidophilus (S1) ATCC No: 700936	L. acidophilus	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	GCA_000011985.1_ASM1198v1	Lactobacillus_acidophilus_NCFM.xml	41.0	NT5041	lai	ref_95.0	L. acidophilus	0.176 (0.006)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				272621	GramPositive	Lactobacillus acidophilus strain NCFM. This organism is a normal inhabitant of the human intestinal tract. This strain was isolated from a human in 1970 and characterized at North Caroline State University. It is commercially available from Rhodia Inc., and is used for formula, yogurt, and fluid milk production.	False
