	id	name	metacyc_id	kegg_id	seed_id	metanetx_id	metacyc_from_bigg	iML1515	iYO844	iAF692	metacyc_id_iML1515	kegg_id_iML1515	seed_id_iML1515	metanetx_id_iML1515	metacyc_id_iYO844	kegg_id_iYO844	seed_id_iYO844	metanetx_id_iYO844	metacyc_id_iAF692	kegg_id_iAF692	seed_id_iAF692	metanetx_id_iAF692
2926	CDPDSP_BS					MNXR142709			iYO844									['MNXR142709']				
3502	CDPGH				rxn11411	MNXR136679				iAF692											['rxn11411']	['MNXR136679']
3505	CDPGS			R03298	rxn02362	MNXR108083				iAF692										['R03298']	['rxn02362']	['MNXR108083']
266	CDPMEK	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	2.7.1.148-RXN	R05634	rxn03908	MNXR96558	2.7.1.148-RXN	iML1515	iYO844		['META:2.7.1.148-RXN']	['R05634']	['rxn03908']	['MNXR96558']	['META:2.7.1.148-RXN']	['R05634']	['rxn03908']	['MNXR96558']				
37	CDPPH	CDP phosphohydrolase	RXN-12198	R00514	rxn00366	MNXR96559	RXN-12198	iML1515			['META:RXN-12198']	['R00514']	['rxn00366']	['MNXR96559']								
1507	CELBpts	Cellobiose transport via PEPPyr PTS				MNXR96586		iML1515	iYO844					['MNXR96586']				['MNXR96586']				
3506	CF3Ha				rxn10464	MNXR96648				iAF692											['rxn10464']	['MNXR96648']
3509	CF3Hg				rxn10465	MNXR96649				iAF692											['rxn10465']	['MNXR96649']
3511	CF3Sa		RXN-9385		rxn10466	MNXR96650				iAF692									['META:RXN-9385']		['rxn10466']	['MNXR96650']
3512	CF3Sg		RXN-18273		rxn10467	MNXR96651				iAF692									['META:RXN-18273']		['rxn10467']	['MNXR96651']
2075	CFAS160E	Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C16:0)				MNXR96652		iML1515						['MNXR96652']								
1749	CFAS160G	Cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C16:0)			rxn08207	MNXR96653		iML1515					['rxn08207']	['MNXR96653']								
2080	CFAS180E	Cyclopropane fatty acid synthase (Phosphatidylethanolamine, n-C18:0)				MNXR96654		iML1515						['MNXR96654']								
2082	CFAS180G	Cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C18:0)				MNXR96655		iML1515						['MNXR96655']								
2127	CGLYabcpp	L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm)			rxn08210; rxn05539	MNXR96656		iML1515					['rxn05539', 'rxn08210']	['MNXR96656']								
2115	CGLYtex	L-Cysteinylglycine transport via diffusion (extracellular to periplasm)			rxn08211	MNXR96658		iML1515					['rxn08211']	['MNXR96658']								
3514	CH2ACH		R213-RXN	R10393	rxn10468	MNXR96661	R213-RXN			iAF692									['META:R213-RXN']	['R10393']	['rxn10468']	['MNXR96661']
3517	CH3ACH		R217-RXN		rxn10469	MNXR96662				iAF692									['META:R217-RXN']		['rxn10469']	['MNXR96662']
3521	CH4St				rxn10470	MNXR96663				iAF692											['rxn10470']	['MNXR96663']
3523	CH4t		TRANS-RXN0-526		rxn13109; rxn10471	MNXR96664				iAF692									['META:TRANS-RXN0-526']		['rxn13109', 'rxn10471']	['MNXR96664']
2619	CH4t2pp	Methane Transport(periplasm)						iML1515														
2460	CH4tex	Methane Transport(extracellular via diffusion)						iML1515														
3526	CHACH				rxn10472	MNXR96665				iAF692											['rxn10472']	['MNXR96665']
2927	CHCOAL		6-CARBOXYHEXANOATE--COA-LIGASE-RXN	R03209	rxn02296	MNXR96667			iYO844						['META:6-CARBOXYHEXANOATE--COA-LIGASE-RXN']	['R03209']	['rxn02296']	['MNXR96667']				
3363	CHLabc				rxn08212; rxn05159	MNXR96691			iYO844								['rxn05159', 'rxn08212']	['MNXR96691']				
862	CHLabcpp	Choline transport via ABC system (periplasm)			rxn08212; rxn05159	MNXR96691		iML1515					['rxn05159', 'rxn08212']	['MNXR96691']								
2273	CHLt2pp	Choline transport via proton symport (periplasm)	TRANS-RXN-99		rxn09692; rxn08213	MNXR96692	TRANS-RXN-99	iML1515			['META:TRANS-RXN-99']		['rxn09692', 'rxn08213']	['MNXR96692']								
2504	CHLt3pp	Choline transport via proton antiport (periplasm)	TRANS-RXN0-533				TRANS-RXN0-533	iML1515														
1351	CHLtex	Choline transport via diffusion (extracellular to periplasm)	TRANS-RXN-319		rxn08214	MNXR96693	TRANS-RXN-319	iML1515			['META:TRANS-RXN-319']		['rxn08214']	['MNXR96693']								
2545	CHOLATEtpp	Cholate transport via proton antiport						iML1515														
784	CHOLD	Choline dehydrogenase	RXN-6021	R08557	rxn10770	MNXR96697	RXN-6021	iML1515			['META:RXN-6021']	['R08557']	['rxn10770']	['MNXR96697']								
2929	CHOLD2				rxn10062	MNXR96698			iYO844								['rxn10062']	['MNXR96698']				
2544	CHOLID	7-?-hydroxysteroid dehydrogenase						iML1515														
3365	CHOLSabc_1				rxn12738; rxn05184	MNXR96706			iYO844								['rxn12738', 'rxn05184']	['MNXR96706']				
76	CHORM	Chorismate mutase	CHORISMATEMUT-RXN	R01715	rxn01256	MNXR96708	CHORISMATEMUT-RXN	iML1515	iYO844	iAF692	['META:CHORISMATEMUT-RXN']	['R01715']	['rxn01256']	['MNXR96708']	['META:CHORISMATEMUT-RXN']	['R01715']	['rxn01256']	['MNXR96708']	['META:CHORISMATEMUT-RXN']	['R01715']	['rxn01256']	['MNXR96708']
78	CHORS	Chorismate synthase	CHORISMATE-SYNTHASE-RXN	R01714	rxn01255	MNXR96709	CHORISMATE-SYNTHASE-RXN	iML1515	iYO844	iAF692	['META:CHORISMATE-SYNTHASE-RXN']	['R01714']	['rxn01255']	['MNXR96709']	['META:CHORISMATE-SYNTHASE-RXN']	['R01714']	['rxn01255']	['MNXR96709']	['META:CHORISMATE-SYNTHASE-RXN']	['R01714']	['rxn01255']	['MNXR96709']
2869	CHORt2				rxn05519	MNXR96710			iYO844								['rxn05519']	['MNXR96710']				
652	CHRPL	Chorismate pyruvate lyase	CHORPYRLY-RXN	R01302	rxn00966	MNXR96711	CHORPYRLY-RXN	iML1515			['META:CHORPYRLY-RXN']	['R01302']	['rxn00966']	['MNXR96711']								
2509	CHTBSptspp	Chitobiose transport via PEP:Pyr PTS (periplasm)				MNXR138170		iML1515						['MNXR138170']								
2516	CHTBStex	Chitobiose transport via diffusion (extracellular to periplasm)				MNXR138171		iML1515						['MNXR138171']								
301	CINNDO	Cinnamate dioxygenase		R06783	rxn04598	MNXR96722		iML1515				['R06783']	['rxn04598']	['MNXR96722']								
308	CITL	Citrate lyase	CITLY-RXN	R00362	rxn00265	MNXR96731	CITLY-RXN	iML1515			['META:CITLY-RXN']	['R00362']	['rxn00265']	['MNXR96731']								
2873	CITRt2r				rxn05674	MNXR96737			iYO844								['rxn05674']	['MNXR96737']				
2932	CITt10				rxn05214	MNXR96740			iYO844								['rxn05214']	['MNXR96740']				
2933	CITt11				rxn05520	MNXR96741			iYO844								['rxn05520']	['MNXR96741']				
2934	CITt12					MNXR96742			iYO844									['MNXR96742']				
2940	CITt13				rxn05522	MNXR96743			iYO844								['rxn05522']	['MNXR96743']				
2942	CITt14				rxn05213	MNXR96744			iYO844								['rxn05213']	['MNXR96744']				
3364	CITt15				rxn05523	MNXR96745			iYO844								['rxn05523']	['MNXR96745']				
2943	CITt2r				rxn12792; rxn05211	MNXR96746			iYO844								['rxn05211', 'rxn12792']	['MNXR96746']				
2533	CITt3pp	Citrate transport out via proton antiport (periplasm)				MNXR96747		iML1515						['MNXR96747']								
857	CITt7pp	Citrate transport via succinate antiport (periplasm)	TRANS-RXN0-201		rxn08216; rxn10150	MNXR96752	TRANS-RXN0-201	iML1515			['META:TRANS-RXN0-201']		['rxn08216', 'rxn10150']	['MNXR96752']								
1201	CITtex	Citrate transport via diffusion (extracellular to periplasm)			rxn08217; rxn10946	MNXR96756		iML1515					['rxn10946', 'rxn08217']	['MNXR96756']								
2540	CLBtex	Cellobiose transport transport via diffusion extracellular to periplasm 				MNXR96760		iML1515						['MNXR96760']								
2345	CLIPAabctex	Cold lipid A transport via ABC system (periplasm to extracellular)				MNXR96766		iML1515						['MNXR96766']								
2053	CLPNH120pp	Cardiolipin hydrolase (periplasm, n-C12:0)				MNXR96774		iML1515						['MNXR96774']								
2058	CLPNH140pp	Cardiolipin hydrolase (periplasm, n-C14:0)				MNXR96775		iML1515						['MNXR96775']								
1800	CLPNH141pp	Cardiolipin hydrolase (periplasm, n-C14:1)				MNXR96776		iML1515						['MNXR96776']								
1801	CLPNH160pp	Cardiolipin hydrolase (periplasm, n-C16:0)			rxn08222	MNXR96777		iML1515					['rxn08222']	['MNXR96777']								
1802	CLPNH161pp	Cardiolipin hydrolase (periplasm, n-C16:1)				MNXR96778		iML1515						['MNXR96778']								
2130	CLPNH180pp	Cardiolipin hydrolase (periplasm, n-C18:0)				MNXR96779		iML1515						['MNXR96779']								
1804	CLPNH181pp	Cardiolipin hydrolase (periplasm, n-C18:1)				MNXR96780		iML1515						['MNXR96780']								
1756	CLPNS120pp	Cardiolipin synthase (periplasmic, n-C12:0)				MNXR96781		iML1515						['MNXR96781']								
2067	CLPNS140pp	Cardiolipin synthase (periplasmic, n-C14:0)				MNXR96782		iML1515						['MNXR96782']								
2068	CLPNS141pp	Cardiolipin synthase (periplasmic, n-C14:1)				MNXR96783		iML1515						['MNXR96783']								
1813	CLPNS160pp	Cardiolipin synthase (periplasmic, n-C16:0)			rxn08229	MNXR96784		iML1515					['rxn08229']	['MNXR96784']								
1814	CLPNS161pp	Cardiolipin synthase (periplasmic, n-C16:1)				MNXR96786		iML1515						['MNXR96786']								
1739	CLPNS180pp	Cardiolipin synthase (periplasmic, n-C18:0)				MNXR96787		iML1515						['MNXR96787']								
1741	CLPNS181pp	Cardiolipin synthase (periplasmic, n-C18:1)				MNXR96788		iML1515						['MNXR96788']								
2941	CLPNS2_BS					MNXR142710			iYO844									['MNXR142710']				
2311	CLt3_2pp	Chloride transport out via proton antiport (2:1) (periplasm)	RXN0-2501		rxn08233	MNXR96796	RXN0-2501	iML1515			['META:RXN0-2501']		['rxn08233']	['MNXR96796']								
1571	CLtex	Chloride (Cl-1) transport via diffusion (extracellular to periplasm)	TRANS-RXN-139		rxn08234; rxn10473	MNXR96797		iML1515			['META:TRANS-RXN-139']		['rxn10473', 'rxn08234']	['MNXR96797']								
2589	CLtipp	Chloride ion transport in via diffusion (periplasm)						iML1515														
3532	CMLDC			R03470	rxn02483	MNXR94999				iAF692										['R03470']	['rxn02483']	['MNXR94999']
2948	CMPDAi				rxn10054	MNXR96803			iYO844								['rxn10054']	['MNXR96803']				
285	CMPN	CMP nucleosidase	RXN-14065			MNXR96804	RXN-14065	iML1515						['MNXR96804']								
2874	CMPt6				rxn05525	MNXR96805			iYO844								['rxn05525']	['MNXR96805']				
1539	CMPtex	CMP transport via diffusion (extracellular to periplasm)			rxn09776; rxn08236	MNXR96806		iML1515					['rxn08236', 'rxn09776']	['MNXR96806']								
2412	CMtex	Chloramphenicol transport via diffusion (extracellular to periplasm)				MNXR96808		iML1515						['MNXR96808']								
2357	CMtpp	Chloramphenicol transport via TolC system				MNXR96809		iML1515						['MNXR96809']								
2875	CO2t		TRANS-RXN0-545		rxn09876; rxn09706; rxn08238; rxn09775; rxn09860; rxn09821; rxn08237; rxn05467	MNXR96810	TRANS-RXN0-545		iYO844	iAF692					['META:TRANS-RXN0-545']		['rxn05467', 'rxn08237', 'rxn09706', 'rxn09821', 'rxn09775', 'rxn09876', 'rxn08238', 'rxn09860']	['MNXR96810']	['META:TRANS-RXN0-545']		['rxn05467', 'rxn08237', 'rxn09706', 'rxn09821', 'rxn09775', 'rxn09876', 'rxn08238', 'rxn09860']	['MNXR96810']
1364	CO2tex	CO2 transport via diffusion (extracellular to periplasm)	TRANS-RXN0-545		rxn09876; rxn09706; rxn08238; rxn09775; rxn09860; rxn09821; rxn08237; rxn05467	MNXR96810	TRANS-RXN0-545	iML1515			['META:TRANS-RXN0-545']		['rxn05467', 'rxn08237', 'rxn09706', 'rxn09821', 'rxn09775', 'rxn09876', 'rxn08238', 'rxn09860']	['MNXR96810']								
806	CO2tpp	CO2 transporter via diffusion (periplasm)	TRANS-RXN0-545		rxn09876; rxn09706; rxn08238; rxn09775; rxn09860; rxn09821; rxn08237; rxn05467	MNXR96810	TRANS-RXN0-545	iML1515			['META:TRANS-RXN0-545']		['rxn05467', 'rxn08237', 'rxn09706', 'rxn09821', 'rxn09775', 'rxn09876', 'rxn08238', 'rxn09860']	['MNXR96810']								
1345	COBALT2abcpp	Cobalt (Co+2) ABC transporter (periplasm)			rxn08239	MNXR96819		iML1515					['rxn08239']	['MNXR96819']								
2211	COBALT2t3pp	Cobalt (Co+2) transport out via proton antiport (periplasm)			rxn08240; rxn13681	MNXR96820		iML1515					['rxn08240', 'rxn13681']	['MNXR96820']								
1378	COBALT2tex	Cobalt (Co+2) transport via diffusion (extracellular to periplasm)	TRANS-RXN-141A		rxn08242; rxn08241; rxn10474	MNXR96821	TRANS-RXN-141A	iML1515			['META:TRANS-RXN-141A']		['rxn08241', 'rxn08242', 'rxn10474']	['MNXR96821']								
2288	COBALT2tpp	Cobalt transport in via permease (no H+)	TRANS-RXN-141A		rxn08242; rxn08241; rxn10474	MNXR96821	TRANS-RXN-141A	iML1515			['META:TRANS-RXN-141A']		['rxn08241', 'rxn08242', 'rxn10474']	['MNXR96821']								
3537	COBALTt5		TRANS-RXN-141A		rxn08242; rxn08241; rxn10474	MNXR96821	TRANS-RXN-141A			iAF692									['META:TRANS-RXN-141A']		['rxn08241', 'rxn08242', 'rxn10474']	['MNXR96821']
3540	COBS		R227-RXN	R08217	rxn10475	MNXR96824	R227-RXN			iAF692									['META:R227-RXN']	['R08217']	['rxn10475']	['MNXR96824']
3550	COCHL		R342-RXN	R05227		MNXR138179				iAF692									['META:R342-RXN']	['R05227']		['MNXR138179']
3552	CODH2r				rxn10477	MNXR96827				iAF692											['rxn10477']	['MNXR96827']
3556	CODHr				rxn10478	MNXR96831				iAF692											['rxn10478']	['MNXR96831']
2435	COLIPAKpp	Lipid A core kinase (periplasm)				MNXR96842		iML1515						['MNXR96842']								
2457	COLIPAPabctex	Core oligosaccharide lipid A diphosphate transport via ABC system (periplasm to extracellular)				MNXR96843		iML1515						['MNXR96843']								
1940	COLIPAabcpp	Core oligosaccharide lipid A transport via ABC system (periplasm)			rxn08243	MNXR96844		iML1515					['rxn08243']	['MNXR96844']								
2702	COLIPAabctex	Core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)				MNXR96845		iML1515						['MNXR96845']								
3560	COMS		R234-RXN		rxn10479	MNXR96847	R234-RXN			iAF692									['META:R234-RXN']		['rxn10479']	['MNXR96847']
3465	COabc				rxn05166	MNXR96862				iAF692											['rxn05166']	['MNXR96862']
3468	COt		TRANS-RXN0-556		rxn10480	MNXR96863	TRANS-RXN0-556			iAF692									['META:TRANS-RXN0-556']		['rxn10480']	['MNXR96863']
3469	CPC2MT		RXN-8760		rxn04046	MNXR96832				iAF692									['META:RXN-8760']		['rxn04046']	['MNXR96832']
3471	CPC3MT		RXN-8761	R05809	rxn04047	MNXR96833				iAF692									['META:RXN-8761']	['R05809']	['rxn04047']	['MNXR96833']
3474	CPC4MT				rxn04048	MNXR96864				iAF692											['rxn04048']	['MNXR96864']
3478	CPC5MT			R05811	rxn04049	MNXR96865				iAF692										['R05811']	['rxn04049']	['MNXR96865']
3479	CPC6MT			R05813	rxn04051	MNXR96866				iAF692										['R05813']	['rxn04051']	['MNXR96866']
3480	CPC6R				rxn04050	MNXR96837				iAF692											['rxn04050']	['MNXR96837']
3482	CPC8MM		RXN-8768	R05814		MNXR96840				iAF692									['META:RXN-8768']	['R05814']		['MNXR96840']
1177	CPGNR1	Coprogen(Fe(III)) reductase			rxn08247	MNXR96868		iML1515					['rxn08247']	['MNXR96868']								
1178	CPGNR2	Coprogen(Fe(III)) reductase			rxn08248	MNXR96869		iML1515					['rxn08248']	['MNXR96869']								
1180	CPGNR3	Coprogen(Fe(III)) reductase			rxn08249	MNXR96870		iML1515					['rxn08249']	['MNXR96870']								
1182	CPGNUtex	Coprogen unloaded secretion (extracellular)			rxn08251	MNXR96871		iML1515					['rxn08251']	['MNXR96871']								
1181	CPGNUtpp	Coprogen unloaded secretion			rxn08252	MNXR96872		iML1515					['rxn08252']	['MNXR96872']								
1195	CPGNabcpp	Coprogen transport via ABC system (periplasm)			rxn08245	MNXR96873		iML1515					['rxn08245']	['MNXR96873']								
1196	CPGNexs	Coprogen Fe-loading reaction (spontaneaous)			rxn08246	MNXR96874		iML1515					['rxn08246']	['MNXR96874']								
841	CPGNtonex	Coprogen transport via ton system (extracellular)			rxn08250	MNXR96875		iML1515					['rxn08250']	['MNXR96875']								
2446	CPH4S	6-carboxy-5,6,7,8-tetrahydropterin synthase	RXN0-5507	R09959		MNXR95095	RXN0-5507	iML1515			['META:RXN0-5507']	['R09959']		['MNXR95095']								
2614	CPL	Carbon-phosphorous lyase						iML1515														
2439	CPMPS	Cyclic pyranopterin monophosphate synthase				MNXR142714		iML1515						['MNXR142714']								
48	CPPPGO	Coproporphyrinogen oxidase (O2 required)	RXN0-1461	R03220	rxn02303	MNXR96880	RXN0-1461	iML1515	iYO844		['META:RXN0-1461']	['R03220']	['rxn02303']	['MNXR96880']	['META:RXN0-1461']	['R03220']	['rxn02303']	['MNXR96880']				
1624	CPPPGO2	Oxygen Independent coproporphyrinogen-III oxidase	HEMN-RXN	R06895	rxn04704	MNXR96881	HEMN-RXN	iML1515			['META:HEMN-RXN']	['R06895']	['rxn04704']	['MNXR96881']								
375	CRNBTCT	Gamma-butyrobetainyl-CoA: carnitine CoA transferase	RXN0-3601	R10644		MNXR96894		iML1515			['META:RXN0-3601']	['R10644']		['MNXR96894']								
2272	CRNCAL2	Carnitine-CoA Ligase				MNXR96895		iML1515						['MNXR96895']								
1453	CRNCAR	Carnitine-CoA racemase	CARNCOARACE-RXN			MNXR96896		iML1515			['META:CARNCOARACE-RXN']			['MNXR96896']								
376	CRNCBCT	Crotonobetainyl-CoA: carnitine CoA transferase	RXN-14936	R10643		MNXR96899		iML1515			['META:RXN-14936']	['R10643']		['MNXR96899']								
378	CRNCDH	Carnityl-CoA dehydratse	CARNDETRU-RXN	R10675		MNXR96900		iML1515			['META:CARNDETRU-RXN']	['R10675']		['MNXR96900']								
2267	CRNDCAL2	D-Carnitine-CoA Ligase			rxn08260	MNXR96901		iML1515					['rxn08260']	['MNXR96901']								
1281	CRNDabcpp	D-carnitine transport via ABC system (periplasm)			rxn08259	MNXR96902		iML1515					['rxn08259']	['MNXR96902']								
1054	CRNDt2rpp	D-carnitine outward transport (H+ antiport)			rxn08261	MNXR96903		iML1515					['rxn08261']	['MNXR96903']								
2538	CRNDtex	D-carnitine transport via diffusion (extracellular to periplasm)				MNXR96904		iML1515						['MNXR96904']								
2902	CRNabc				rxn05180; rxn08253	MNXR96905			iYO844								['rxn05180', 'rxn08253']	['MNXR96905']				
1280	CRNabcpp	L-carnitine transport via ABC system (periplasm)			rxn05180; rxn08253	MNXR96905		iML1515					['rxn05180', 'rxn08253']	['MNXR96905']								
1053	CRNt2rpp	L-carnitine outward transport (H+ antiport)			rxn08262; rxn12605	MNXR96907		iML1515					['rxn08262', 'rxn12605']	['MNXR96907']								
858	CRNt7pp	Carnitine/butyrobetaine antiporter (periplasm)	TRANS-RXN-100		rxn10149; rxn08263	MNXR96908		iML1515			['META:TRANS-RXN-100']		['rxn08263', 'rxn10149']	['MNXR96908']								
1052	CRNt8pp	L-carnitine/D-carnitine antiporter (periplasm)			rxn08264	MNXR96909		iML1515					['rxn08264']	['MNXR96909']								
1374	CRNtex	L-carnitine transport via diffusion (extracellular to periplasm)			rxn09773; rxn09858; rxn08265; rxn09691	MNXR96906		iML1515					['rxn09773', 'rxn09858', 'rxn09691', 'rxn08265']	['MNXR96906']								
2908	CRO4t3				rxn05526	MNXR96913			iYO844								['rxn05526']	['MNXR96913']				
11	CS	Citrate synthase	RXN-14905; CITSYN-RXN	R00351	rxn00256	MNXR96920	RXN-14905; CITSYN-RXN	iML1515	iYO844	iAF692	['META:CITSYN-RXN', 'META:RXN-14905']	['R00351']	['rxn00256']	['MNXR96920']	['META:CITSYN-RXN', 'META:RXN-14905']	['R00351']	['rxn00256']	['MNXR96920']	['META:CITSYN-RXN', 'META:RXN-14905']	['R00351']	['rxn00256']	['MNXR96920']
2656	CS1tex	Cesium transport via diffusion						iML1515														
522	CSND	Cytosine deaminase	CYTDEAM-RXN	R00974	rxn00717	MNXR96927	CYTDEAM-RXN	iML1515		iAF692	['META:CYTDEAM-RXN']	['R00974']	['rxn00717']	['MNXR96927']					['META:CYTDEAM-RXN']	['R00974']	['rxn00717']	['MNXR96927']
3357	CSNt2		TRANS-RXN-116; TRANS-RXN-199		rxn08266; rxn05527	MNXR96929	TRANS-RXN-199; TRANS-RXN-116		iYO844						['META:TRANS-RXN-116', 'META:TRANS-RXN-199']		['rxn05527', 'rxn08266']	['MNXR96929']				
879	CSNt2pp	Cytosine transport in via proton symport (periplasm)	TRANS-RXN-116; TRANS-RXN-199		rxn08266; rxn05527	MNXR96929	TRANS-RXN-199; TRANS-RXN-116	iML1515			['META:TRANS-RXN-116', 'META:TRANS-RXN-199']		['rxn05527', 'rxn08266']	['MNXR96929']								
1409	CSNtex	Cytosine transport via diffusion (extracellular to periplasm)			rxn08267	MNXR96928		iML1515					['rxn08267']	['MNXR96928']								
2245	CTBTCAL2	Crotonobetaine-CoA Ligase				MNXR96937		iML1515						['MNXR96937']								
3362	CTBTabc					MNXR96938			iYO844									['MNXR96938']				
1285	CTBTabcpp	Crotonobetaine transport via ABC system (periplasm)				MNXR96938		iML1515						['MNXR96938']								
1055	CTBTt2rpp	Cronobetaine outward transport (H+ antiport)				MNXR96939		iML1515						['MNXR96939']								
2316	CTECOAI6	3-cis-2-trans-enoyl-CoA isomerase				MNXR96940		iML1515						['MNXR96940']								
2344	CTECOAI7	3-cis-2-trans-enoyl-CoA isomerase				MNXR96941		iML1515						['MNXR96941']								
2315	CTECOAI8	3-cis-2-trans-enoyl-CoA isomerase				MNXR96942		iML1515						['MNXR96942']								
2905	CTPS1		RXN-14325	R00571	rxn00410	MNXR96944	RXN-14325		iYO844	iAF692					['META:RXN-14325']	['R00571']	['rxn00410']	['MNXR96944']	['META:RXN-14325']	['R00571']	['rxn00410']	['MNXR96944']
360	CTPS2	CTP synthase (glutamine)	CTPSYN-RXN	R00573	rxn11276; rxn00412	MNXR96945		iML1515	iYO844	iAF692	['META:CTPSYN-RXN']	['R00573']	['rxn00412', 'rxn11276']	['MNXR96945']	['META:CTPSYN-RXN']	['R00573']	['rxn00412', 'rxn11276']	['MNXR96945']	['META:CTPSYN-RXN']	['R00573']	['rxn00412', 'rxn11276']	['MNXR96945']
1962	CU1Opp	Cuprous Oxidase (Cu+1)	RXN0-2945			MNXR96948	RXN0-2945	iML1515						['MNXR96948']								
1034	CU1abcpp	Copper (Cu +1) ABC transporter (periplasm)	TRANS-RXN0-207; RXN-14455			MNXR96949	RXN-14455; TRANS-RXN0-207	iML1515			['META:TRANS-RXN0-207', 'META:RXN-14455']			['MNXR96949']								
1344	CU2abcpp	Copper (Cu+2) ABC transporter (periplasm)	TRANS-RXN-178; 3.6.3.4-RXN		rxn05528; rxn08271	MNXR96950	TRANS-RXN-178	iML1515			['META:TRANS-RXN-178', 'META:3.6.3.4-RXN']		['rxn08271', 'rxn05528']	['MNXR96950']								
1561	CU2tex	Copper (Cu+2) transport via diffusion (extracellular to periplasm)	RXN0-14		rxn08273; rxn05212; rxn08274	MNXR96951	RXN0-14	iML1515			['META:RXN0-14']		['rxn08274', 'rxn05212', 'rxn08273']	['MNXR96951']								
2324	CU2tpp	Copper transport in via permease (no H+)	RXN0-14		rxn08273; rxn05212; rxn08274	MNXR96951	RXN0-14	iML1515			['META:RXN0-14']		['rxn08274', 'rxn05212', 'rxn08273']	['MNXR96951']								
2580	CURR	NADPH-dependent curcumin reductase						iML1515														
2635	CUt2pp	Copper transport out via permease (no H+)						iML1515														
1591	CUt3	Copper transport out via proton antiport				MNXR96953		iML1515						['MNXR96953']								
1959	CUtex	Copper (Cu+1) transport via diffusion (extracellular to periplasm)				MNXR96954		iML1515						['MNXR96954']								
2644	CXSAMS	Carboxy-S-adenosyl-L-methionine synthase						iML1515														
498	CYANST	Cyanide sulfurtransferase	THIOSULFATE-SULFURTRANSFERASE-RXN	R01931	rxn01416	MNXR138187	THIOSULFATE-SULFURTRANSFERASE-RXN	iML1515			['META:THIOSULFATE-SULFURTRANSFERASE-RXN']	['R01931']	['rxn01416']	['MNXR138187']								
1000	CYANSTpp	Cyanide sulfurtransferase (periplasmic)	THIOSULFATE-SULFURTRANSFERASE-RXN	R01931	rxn01416	MNXR138187	THIOSULFATE-SULFURTRANSFERASE-RXN	iML1515			['META:THIOSULFATE-SULFURTRANSFERASE-RXN']	['R01931']	['rxn01416']	['MNXR138187']								
